;name;dataset;size;train_index;anomalous;events;anomaly_rate;first
261;262_IOPS_id_3_WebService_tr_7028_1st_7128;IOPS;125135;7028;2704;93;0.02160866264434411;7128
262;263_IOPS_id_4_WebService_tr_3482_1st_3582;IOPS;149123;3482;790;113;0.005297640203053855;3582
263;264_IOPS_id_5_WebService_tr_11665_1st_11765;IOPS;60000;11665;901;7;0.015016666666666666;11765
264;265_IOPS_id_6_WebService_tr_6453_1st_6553;IOPS;128787;6453;105;23;0.0008152996808684106;6553
265;266_IOPS_id_7_WebService_tr_4010_1st_4110;IOPS;89155;4010;1456;107;0.016331108743200044;4110
266;267_IOPS_id_8_WebService_tr_1534_1st_1882;IOPS;6138;1534;53;11;0.008634734441186055;1882
267;268_IOPS_id_9_WebService_tr_6216_1st_6316;IOPS;29133;6216;1397;31;0.04795249373562627;6316
268;269_IOPS_id_10_WebService_tr_1216_1st_1728;IOPS;4866;1216;49;5;0.010069872585285656;1728
269;270_IOPS_id_11_WebService_tr_5638_1st_5738;IOPS;60000;5638;151;21;0.0025166666666666666;5738
270;271_IOPS_id_12_WebService_tr_500_1st_341;IOPS;8784;500;116;21;0.013205828779599272;341
271;272_IOPS_id_13_WebService_tr_3442_1st_3542;IOPS;149156;3442;633;113;0.004243878891898415;3542
272;273_IOPS_id_14_WebService_tr_5569_1st_5669;IOPS;149122;5569;761;107;0.005103204087928005;5669
273;274_IOPS_id_15_WebService_tr_4591_1st_4691;IOPS;149132;4591;6777;173;0.045442963280851865;4691
274;275_IOPS_id_16_WebService_tr_1482_1st_1582;IOPS;8784;1482;71;13;0.00808287795992714;1582
275;276_IOPS_id_17_WebService_tr_19197_1st_19297;IOPS;91370;19197;2576;41;0.028193061179818322;19297
276;277_NEK_id_1_WebService_tr_500_1st_17;NEK;1073;500;88;5;0.08201304753028892;17
277;278_NEK_id_2_WebService_tr_500_1st_64;NEK;1073;500;65;13;0.06057781919850885;64
278;279_NEK_id_3_WebService_tr_500_1st_974;NEK;1073;500;91;3;0.08480894687791239;974
279;280_NEK_id_4_WebService_tr_500_1st_231;NEK;1073;500;57;8;0.05312208760484623;231
280;281_NEK_id_5_WebService_tr_500_1st_974;NEK;1073;500;88;3;0.08201304753028892;974
281;282_NEK_id_6_WebService_tr_500_1st_64;NEK;1073;500;63;15;0.05871388630009319;64
282;283_NEK_id_7_WebService_tr_500_1st_777;NEK;1073;500;120;5;0.11183597390493942;777
283;284_NEK_id_8_WebService_tr_500_1st_976;NEK;1073;500;89;3;0.08294501397949673;976
284;285_NEK_id_9_WebService_tr_500_1st_780;NEK;1073;500;108;5;0.10065237651444547;780
285;286_CATSv2_id_1_Sensor_tr_17792_1st_17892;CATSv2;300000;17792;14800;39;0.04933333333333333;17892
286;287_TODS_id_1_Synthetic_tr_500_1st_11;TODS;5000;500;261;495;0.0522;11
287;288_TODS_id_2_Synthetic_tr_500_1st_65;TODS;5000;500;338;225;0.0676;65
288;289_TODS_id_3_Synthetic_tr_500_1st_26;TODS;5000;500;225;247;0.045;26
289;290_TODS_id_4_Synthetic_tr_500_1st_26;TODS;5000;500;429;169;0.0858;26
290;291_TODS_id_5_Synthetic_tr_500_1st_11;TODS;5000;500;261;495;0.0522;11
291;292_TODS_id_6_Synthetic_tr_500_1st_11;TODS;5000;500;261;495;0.0522;11
292;293_TODS_id_7_Synthetic_tr_500_1st_7;TODS;5000;500;251;49;0.0502;7
293;294_TODS_id_8_Synthetic_tr_500_1st_200;TODS;5000;500;510;29;0.102;200
294;295_TODS_id_9_Synthetic_tr_1250_1st_2046;TODS;5000;1250;390;23;0.078;2046
295;296_TODS_id_10_Synthetic_tr_500_1st_26;TODS;5000;500;204;311;0.0408;26
296;297_TODS_id_11_Synthetic_tr_500_1st_7;TODS;5000;500;251;49;0.0502;7
297;298_TODS_id_12_Synthetic_tr_500_1st_0;TODS;5000;500;324;120;0.0648;0
298;299_TODS_id_13_Synthetic_tr_500_1st_65;TODS;5000;500;268;193;0.0536;65
299;300_TODS_id_14_Synthetic_tr_1250_1st_2555;TODS;5000;1250;400;7;0.08;2555
300;301_TODS_id_15_Synthetic_tr_500_1st_245;TODS;5000;500;410;27;0.082;245
301;302_Power_id_1_Facility_tr_7685_1st_7785;Power;35040;7685;3000;9;0.08561643835616438;7785
302;303_UCR_id_1_Medical_tr_2499_1st_8000;UCR;9998;2499;25;3;0.002500500100020004;8000
303;304_UCR_id_2_Medical_tr_2499_1st_7000;UCR;9998;2499;50;3;0.005001000200040008;7000
304;305_UCR_id_3_Medical_tr_3000_1st_5948;UCR;12000;3000;45;3;0.00375;5948
305;306_UCR_id_4_Medical_tr_2507_1st_8500;UCR;10028;2507;1;3;9.972078181092939e-05;8500
306;307_UCR_id_5_Facility_tr_29895_1st_39240;UCR;119580;29895;96;3;0.0008028098344204717;39240
307;308_UCR_id_6_Facility_tr_20000_1st_56600;UCR;80001;20000;300;3;0.00374995312558593;56600
308;309_UCR_id_7_Medical_tr_3000_1st_5948;UCR;12000;3000;45;3;0.00375;5948
309;310_UCR_id_8_HumanActivity_tr_2631_1st_8285;UCR;10524;2631;30;3;0.0028506271379703536;8285
310;311_UCR_id_9_HumanActivity_tr_16000_1st_38400;UCR;64000;16000;800;3;0.0125;38400
311;312_UCR_id_10_Facility_tr_19948_1st_52000;UCR;79795;19948;620;3;0.007769910395388182;52000
312;313_UCR_id_11_Sensor_tr_2827_1st_4711;UCR;11308;2827;98;3;0.008666430845419171;4711
313;314_UCR_id_12_HumanActivity_tr_16250_1st_38500;UCR;65000;16250;300;3;0.004615384615384616;38500
314;315_UCR_id_13_HumanActivity_tr_16000_1st_33070;UCR;64000;16000;110;3;0.00171875;33070
315;316_UCR_id_14_Sensor_tr_2833_1st_5988;UCR;11334;2833;97;3;0.008558320098817717;5988
316;317_UCR_id_15_HumanActivity_tr_16000_1st_38400;UCR;64000;16000;800;3;0.0125;38400
317;318_UCR_id_16_Medical_tr_2499_1st_7000;UCR;9998;2499;50;3;0.005001000200040008;7000
318;319_UCR_id_17_Environment_tr_6166_1st_19280;UCR;24667;6166;160;3;0.00648639883244821;19280
319;320_UCR_id_18_Medical_tr_2500_1st_7000;UCR;10001;2500;30;3;0.0029997000299970002;7000
320;321_UCR_id_19_Medical_tr_1875_1st_4485;UCR;7500;1875;102;3;0.0136;4485
321;322_UCR_id_20_Facility_tr_7482_1st_24005;UCR;29931;7482;72;3;0.0024055327252681166;24005
322;323_UCR_id_21_HumanActivity_tr_48812_1st_128430;UCR;195250;48812;1;3;5.121638924455826e-06;128430
323;324_UCR_id_22_Medical_tr_1875_1st_5865;UCR;7501;1875;109;3;0.014531395813891481;5865
324;325_UCR_id_23_Medical_tr_3000_1st_6168;UCR;12000;3000;44;3;0.0036666666666666666;6168
325;326_UCR_id_24_Medical_tr_1875_1st_4187;UCR;7501;1875;12;3;0.001599786695107319;4187
326;327_UCR_id_25_Medical_tr_15000_1st_51370;UCR;60000;15000;370;3;0.006166666666666667;51370
327;328_UCR_id_26_Medical_tr_1913_1st_3474;UCR;7654;1913;155;3;0.020250849229161223;3474
328;329_UCR_id_27_Medical_tr_7500_1st_17210;UCR;30001;7500;50;3;0.0016666111129629013;17210
329;330_UCR_id_28_Facility_tr_7482_1st_23405;UCR;29931;7482;72;3;0.0024055327252681166;23405
330;331_UCR_id_29_Facility_tr_50000_1st_837400;UCR;900000;50000;1700;3;0.001888888888888889;837400
331;332_UCR_id_30_Facility_tr_13750_1st_52600;UCR;55000;13750;200;3;0.0036363636363636364;52600
332;333_UCR_id_31_Facility_tr_7500_1st_13400;UCR;30000;7500;400;3;0.013333333333333334;13400
333;334_UCR_id_32_HumanActivity_tr_1671_1st_2764;UCR;6684;1671;231;3;0.034560143626570915;2764
334;335_UCR_id_33_Medical_tr_1875_1st_4526;UCR;7501;1875;30;3;0.003999466737768298;4526
335;336_UCR_id_34_Facility_tr_32191_1st_124159;UCR;128767;32191;826;3;0.006414686992785418;124159
336;337_UCR_id_35_HumanActivity_tr_50000_1st_110260;UCR;200000;50000;152;3;0.00076;110260
337;338_UCR_id_36_Facility_tr_9000_1st_12400;UCR;36001;9000;400;3;0.011110802477708952;12400
338;339_UCR_id_37_Sensor_tr_2750_1st_5400;UCR;11000;2750;200;3;0.01818181818181818;5400
339;340_UCR_id_38_Facility_tr_32500_1st_114283;UCR;130001;32500;67;3;0.0005153806509180698;114283
340;341_UCR_id_39_HumanActivity_tr_48812_1st_128430;UCR;195250;48812;1;3;5.121638924455826e-06;128430
341;342_UCR_id_40_Medical_tr_7500_1st_17000;UCR;30000;7500;100;3;0.0033333333333333335;17000
342;343_UCR_id_41_Facility_tr_14030_1st_52600;UCR;56123;14030;200;3;0.003563601375550131;52600
343;344_UCR_id_42_Sensor_tr_2851_1st_5365;UCR;11406;2851;15;3;0.0013150973172014729;5365
344;345_UCR_id_43_Facility_tr_25000_1st_44630;UCR;100000;25000;260;3;0.0026;44630
345;346_UCR_id_44_Medical_tr_7456_1st_17390;UCR;29826;7456;130;3;0.004358613290417757;17390
346;347_UCR_id_45_Sensor_tr_2851_1st_5365;UCR;11406;2851;15;3;0.0013150973172014729;5365
347;348_UCR_id_46_Facility_tr_9000_1st_12400;UCR;36001;9000;400;3;0.011110802477708952;12400
348;349_UCR_id_47_Facility_tr_29954_1st_74900;UCR;119819;29954;96;3;0.0008012084894716197;74900
349;350_UCR_id_48_Facility_tr_7482_1st_23405;UCR;29931;7482;72;3;0.0024055327252681166;23405
350;351_UCR_id_49_Medical_tr_7464_1st_12190;UCR;29859;7464;230;3;0.007702870156401755;12190
351;352_UCR_id_50_HumanActivity_tr_48750_1st_110800;UCR;195000;48750;1;3;5.128205128205128e-06;110800
352;353_UCR_id_51_Medical_tr_1875_1st_3198;UCR;7500;1875;111;3;0.0148;3198
353;354_UCR_id_52_Facility_tr_7482_1st_18485;UCR;29931;7482;336;3;0.011225819384584544;18485
354;355_UCR_id_53_HumanActivity_tr_48750_1st_143411;UCR;195000;48750;100;3;0.0005128205128205128;143411
355;356_UCR_id_54_Medical_tr_7500_1st_16000;UCR;30000;7500;100;3;0.0033333333333333335;16000
356;357_UCR_id_55_Facility_tr_12500_1st_46600;UCR;50000;12500;300;3;0.006;46600
357;358_UCR_id_56_Facility_tr_10500_1st_29080;UCR;42000;10500;60;3;0.0014285714285714286;29080
358;359_UCR_id_57_Medical_tr_1913_1st_3474;UCR;7654;1913;155;3;0.020250849229161223;3474
359;360_UCR_id_58_Facility_tr_14030_1st_52600;UCR;56123;14030;200;3;0.003563601375550131;52600
360;361_UCR_id_59_Medical_tr_3000_1st_7175;UCR;12000;3000;213;3;0.01775;7175
361;362_UCR_id_60_HumanActivity_tr_16000_1st_31200;UCR;64000;16000;650;3;0.01015625;31200
362;363_UCR_id_61_Medical_tr_7500_1st_16000;UCR;30000;7500;100;3;0.0033333333333333335;16000
363;364_UCR_id_62_Sensor_tr_2833_1st_5988;UCR;11334;2833;97;3;0.008558320098817717;5988
364;365_UCR_id_63_Facility_tr_50000_1st_210720;UCR;299940;50000;650;3;0.0021671000866840037;210720
365;366_UCR_id_64_Medical_tr_2507_1st_8500;UCR;10028;2507;1;3;9.972078181092939e-05;8500
366;367_UCR_id_65_Medical_tr_9567_1st_16000;UCR;38269;9567;100;3;0.0026130810839060338;16000
367;368_UCR_id_66_Facility_tr_50000_1st_125720;UCR;299690;50000;650;3;0.0021689078714671826;125720
368;369_UCR_id_67_Sensor_tr_2750_1st_5400;UCR;11000;2750;200;3;0.01818181818181818;5400
369;370_UCR_id_68_Medical_tr_9625_1st_12240;UCR;38501;9625;68;3;0.0017661878912236047;12240
370;371_UCR_id_69_Medical_tr_1853_1st_6200;UCR;7415;1853;170;3;0.022926500337154418;6200
371;372_UCR_id_70_Medical_tr_7500_1st_17000;UCR;30000;7500;100;3;0.0033333333333333335;17000
372;373_UCR_id_71_Sensor_tr_2827_1st_5988;UCR;11308;2827;97;3;0.008577997877608773;5988
373;374_UCR_id_72_Medical_tr_2500_1st_7000;UCR;10001;2500;30;3;0.0029997000299970002;7000
374;375_UCR_id_73_Medical_tr_47500_1st_123000;UCR;190001;47500;300;3;0.0015789390582154831;123000
375;376_UCR_id_74_Medical_tr_7500_1st_17210;UCR;30001;7500;50;3;0.0016666111129629013;17210
376;377_UCR_id_75_Medical_tr_1875_1st_6599;UCR;7501;1875;82;3;0.010931875749900012;6599
377;378_UCR_id_76_Medical_tr_9594_1st_11111;UCR;38379;9594;100;3;0.002605591599572683;11111
378;379_UCR_id_77_Facility_tr_32191_1st_124159;UCR;128767;32191;826;3;0.006414686992785418;124159
379;380_UCR_id_78_Medical_tr_1830_1st_4675;UCR;7321;1830;358;3;0.048900423439420845;4675
380;381_UCR_id_79_HumanActivity_tr_16000_1st_31200;UCR;64000;16000;650;3;0.01015625;31200
381;382_UCR_id_80_Medical_tr_7500_1st_11800;UCR;30000;7500;300;3;0.01;11800
382;383_UCR_id_81_Medical_tr_1875_1st_3198;UCR;7500;1875;111;3;0.0148;3198
383;384_UCR_id_82_Facility_tr_50000_1st_884100;UCR;900000;50000;100;3;0.00011111111111111112;884100
384;385_UCR_id_83_Environment_tr_2046_1st_6006;UCR;8184;2046;48;3;0.005865102639296188;6006
385;386_UCR_id_84_Environment_tr_2046_1st_5703;UCR;8184;2046;24;3;0.002932551319648094;5703
386;387_UCR_id_85_Environment_tr_2046_1st_5549;UCR;8184;2046;48;3;0.005865102639296188;5549
387;388_UCR_id_86_Facility_tr_17500_1st_23355;UCR;70001;17500;45;3;0.0006428479593148669;23355
388;389_UCR_id_87_Facility_tr_7482_1st_18485;UCR;29931;7482;336;3;0.011225819384584544;18485
389;390_UCR_id_88_Medical_tr_7500_1st_17000;UCR;30000;7500;100;3;0.0033333333333333335;17000
390;391_UCR_id_89_Medical_tr_1875_1st_5759;UCR;7500;1875;160;3;0.021333333333333333;5759
391;392_UCR_id_90_HumanActivity_tr_48750_1st_130700;UCR;195000;48750;1180;3;0.006051282051282051;130700
392;393_UCR_id_91_Environment_tr_2046_1st_4852;UCR;8184;2046;48;3;0.005865102639296188;4852
393;394_UCR_id_92_Medical_tr_9967_1st_28995;UCR;39870;9967;90;3;0.002257336343115124;28995
394;395_UCR_id_93_Medical_tr_7516_1st_17390;UCR;30066;7516;130;3;0.004323820927293288;17390
395;396_UCR_id_94_Medical_tr_1875_1st_5607;UCR;7501;1875;27;3;0.0035995200639914677;5607
396;397_UCR_id_95_Medical_tr_1830_1st_4675;UCR;7321;1830;358;3;0.048900423439420845;4675
397;398_UCR_id_96_Medical_tr_1913_1st_3474;UCR;7654;1913;155;3;0.020250849229161223;3474
398;399_UCR_id_97_Facility_tr_19948_1st_52000;UCR;79795;19948;620;3;0.007769910395388182;52000
399;400_UCR_id_98_Environment_tr_2046_1st_5391;UCR;8184;2046;1;3;0.00012218963831867058;5391
400;401_UCR_id_99_HumanActivity_tr_1671_1st_5920;UCR;6684;1671;59;3;0.008827049670855775;5920
401;402_UCR_id_100_Medical_tr_7500_1st_19510;UCR;30000;7500;100;3;0.0033333333333333335;19510
402;403_UCR_id_101_Medical_tr_1875_1st_4187;UCR;7501;1875;12;3;0.001599786695107319;4187
403;404_UCR_id_102_Facility_tr_13750_1st_52600;UCR;55000;13750;200;3;0.0036363636363636364;52600
404;405_UCR_id_103_Sensor_tr_2827_1st_5988;UCR;11308;2827;97;3;0.008577997877608773;5988
405;406_UCR_id_104_Facility_tr_20000_1st_67950;UCR;80000;20000;250;3;0.003125;67950
406;407_UCR_id_105_Medical_tr_7500_1st_16900;UCR;30000;7500;200;3;0.006666666666666667;16900
407;408_UCR_id_106_Medical_tr_9594_1st_11111;UCR;38379;9594;100;3;0.002605591599572683;11111
408;409_UCR_id_107_Facility_tr_20000_1st_67950;UCR;80000;20000;250;3;0.003125;67950
409;410_UCR_id_108_Medical_tr_1875_1st_4187;UCR;7500;1875;10;3;0.0013333333333333333;4187
410;411_UCR_id_109_Environment_tr_2046_1st_4852;UCR;8184;2046;48;3;0.005865102639296188;4852
411;412_UCR_id_110_Medical_tr_7500_1st_16900;UCR;30000;7500;200;3;0.006666666666666667;16900
412;413_UCR_id_111_Facility_tr_12500_1st_46600;UCR;50000;12500;300;3;0.006;46600
413;414_UCR_id_112_HumanActivity_tr_48750_1st_143411;UCR;195000;48750;100;3;0.0005128205128205128;143411
414;415_UCR_id_113_Medical_tr_3000_1st_8612;UCR;12000;3000;104;3;0.008666666666666666;8612
415;416_UCR_id_114_Medical_tr_50000_1st_91200;UCR;211502;50000;500;3;0.0023640438388289474;91200
416;417_UCR_id_115_Sensor_tr_2750_1st_5400;UCR;11000;2750;200;3;0.01818181818181818;5400
417;418_UCR_id_116_Facility_tr_10000_1st_35774;UCR;40000;10000;100;3;0.0025;35774
418;419_UCR_id_117_Facility_tr_3000_1st_6168;UCR;12000;3000;44;3;0.0036666666666666666;6168
419;420_UCR_id_118_Facility_tr_13750_1st_52600;UCR;55000;13750;200;3;0.0036363636363636364;52600
420;421_UCR_id_119_HumanActivity_tr_48750_1st_130700;UCR;195000;48750;1180;3;0.006051282051282051;130700
421;422_UCR_id_120_Facility_tr_50000_1st_150720;UCR;299690;50000;650;3;0.0021689078714671826;150720
422;423_UCR_id_121_Facility_tr_13750_1st_52600;UCR;55000;13750;200;3;0.0036363636363636364;52600
423;424_UCR_id_122_Medical_tr_7464_1st_12190;UCR;29859;7464;230;3;0.007702870156401755;12190
424;425_UCR_id_123_Medical_tr_16700_1st_16800;UCR;200000;16700;300;3;0.0015;16800
425;426_UCR_id_124_Sensor_tr_2827_1st_4711;UCR;11308;2827;98;3;0.008666430845419171;4711
426;427_UCR_id_125_Medical_tr_10403_1st_10995;UCR;41612;10403;33;3;0.0007930404690954532;10995
427;428_UCR_id_126_Medical_tr_7487_1st_27862;UCR;29950;7487;70;3;0.002337228714524207;27862
428;429_UCR_id_127_Medical_tr_14825_1st_29000;UCR;59302;14825;100;3;0.0016862837678324508;29000
429;430_UCR_id_128_HumanActivity_tr_12500_1st_46500;UCR;50000;12500;300;3;0.006;46500
430;431_UCR_id_129_Facility_tr_32500_1st_114283;UCR;130001;32500;67;3;0.0005153806509180698;114283
431;432_UCR_id_130_Facility_tr_23000_1st_26970;UCR;92000;23000;300;3;0.003260869565217391;26970
432;433_UCR_id_131_Facility_tr_50000_1st_106720;UCR;299990;50000;650;3;0.0021667388912963766;106720
433;434_UCR_id_132_Medical_tr_14750_1st_57530;UCR;59000;14750;260;3;0.004406779661016949;57530
434;435_UCR_id_133_Medical_tr_14750_1st_47830;UCR;59000;14750;20;3;0.00033898305084745765;47830
435;436_UCR_id_134_Medical_tr_1875_1st_4526;UCR;7501;1875;30;3;0.003999466737768298;4526
436;437_UCR_id_135_Medical_tr_2499_1st_8000;UCR;9998;2499;25;3;0.002500500100020004;8000
437;438_UCR_id_136_Medical_tr_14750_1st_57960;UCR;59000;14750;10;3;0.00016949152542372882;57960
438;439_UCR_id_137_HumanActivity_tr_48750_1st_110800;UCR;195000;48750;1;3;5.128205128205128e-06;110800
439;440_UCR_id_138_Medical_tr_16700_1st_16800;UCR;200000;16700;300;3;0.0015;16800
440;441_UCR_id_139_Facility_tr_7500_1st_13400;UCR;30000;7500;400;3;0.013333333333333334;13400
441;442_UCR_id_140_Medical_tr_1875_1st_4187;UCR;7501;1875;12;3;0.001599786695107319;4187
442;443_UCR_id_141_Medical_tr_7456_1st_17390;UCR;29826;7456;130;3;0.004358613290417757;17390
443;444_UCR_id_142_Medical_tr_10336_1st_17001;UCR;41347;10336;15;3;0.000362783273272547;17001
444;445_UCR_id_143_Environment_tr_6166_1st_19280;UCR;24667;6166;160;3;0.00648639883244821;19280
445;446_UCR_id_144_Medical_tr_7500_1st_17000;UCR;30000;7500;100;3;0.0033333333333333335;17000
446;447_UCR_id_145_Medical_tr_9625_1st_12240;UCR;38501;9625;68;3;0.0017661878912236047;12240
447;448_UCR_id_146_Facility_tr_7482_1st_23357;UCR;29931;7482;360;3;0.012027663626340583;23357
448;449_UCR_id_147_Sensor_tr_2847_1st_9330;UCR;11388;2847;10;3;0.0008781173164734809;9330
449;450_UCR_id_148_Medical_tr_7500_1st_16900;UCR;30000;7500;200;3;0.006666666666666667;16900
450;451_UCR_id_149_Medical_tr_3000_1st_7175;UCR;12000;3000;213;3;0.01775;7175
451;452_UCR_id_150_Facility_tr_10000_1st_35774;UCR;40000;10000;100;3;0.0025;35774
452;453_UCR_id_151_Facility_tr_32000_1st_67995;UCR;128001;32000;1;3;7.812438965320584e-06;67995
453;454_UCR_id_152_Medical_tr_9625_1st_20950;UCR;38501;9625;150;3;0.0038960027012285396;20950
454;455_UCR_id_153_Facility_tr_50000_1st_163632;UCR;298340;50000;1220;3;0.004089294093986727;163632
455;456_UCR_id_154_Facility_tr_22500_1st_72150;UCR;90000;22500;345;3;0.003833333333333333;72150
456;457_UCR_id_155_Medical_tr_49999_1st_143000;UCR;199999;49999;300;3;0.0015000075000375002;143000
457;458_UCR_id_156_Facility_tr_20000_1st_56600;UCR;80001;20000;300;3;0.00374995312558593;56600
458;459_UCR_id_157_HumanActivity_tr_50000_1st_110260;UCR;200000;50000;152;3;0.00076;110260
459;460_UCR_id_158_Medical_tr_7487_1st_27862;UCR;29950;7487;70;3;0.002337228714524207;27862
460;461_UCR_id_159_Medical_tr_45096_1st_131200;UCR;180386;45096;500;3;0.0027718337343252803;131200
461;462_UCR_id_160_Medical_tr_1853_1st_6200;UCR;7415;1853;170;3;0.022926500337154418;6200
462;463_UCR_id_161_Environment_tr_2046_1st_6006;UCR;8184;2046;48;3;0.005865102639296188;6006
463;464_UCR_id_162_Medical_tr_7487_1st_16390;UCR;29950;7487;30;3;0.001001669449081803;16390
464;465_UCR_id_163_HumanActivity_tr_1671_1st_5920;UCR;6684;1671;59;3;0.008827049670855775;5920
465;466_UCR_id_164_Medical_tr_1900_1st_5684;UCR;7601;1900;170;3;0.022365478226549138;5684
466;467_UCR_id_165_Environment_tr_6166_1st_19280;UCR;24667;6166;160;3;0.00648639883244821;19280
467;468_UCR_id_166_Facility_tr_10000_1st_35774;UCR;40000;10000;100;3;0.0025;35774
468;469_UCR_id_167_Medical_tr_1875_1st_4187;UCR;7500;1875;10;3;0.0013333333333333333;4187
469;470_UCR_id_168_Medical_tr_10447_1st_10998;UCR;41790;10447;30;3;0.0007178750897343862;10998
470;471_UCR_id_169_Facility_tr_10000_1st_35774;UCR;40000;10000;100;3;0.0025;35774
471;472_UCR_id_170_Facility_tr_32000_1st_67995;UCR;128001;32000;1;3;7.812438965320584e-06;67995
472;473_UCR_id_171_HumanActivity_tr_2617_1st_7290;UCR;10468;2617;6;3;0.0005731753916698509;7290
473;474_UCR_id_172_Environment_tr_2046_1st_6520;UCR;8184;2046;24;3;0.002932551319648094;6520
474;475_UCR_id_173_Medical_tr_3000_1st_8612;UCR;12000;3000;104;3;0.008666666666666666;8612
475;476_UCR_id_174_Facility_tr_50000_1st_64632;UCR;299840;50000;220;3;0.0007337246531483458;64632
476;477_UCR_id_175_Medical_tr_7500_1st_17000;UCR;30000;7500;100;3;0.0033333333333333335;17000
477;478_UCR_id_176_Medical_tr_7500_1st_17210;UCR;30001;7500;50;3;0.0016666111129629013;17210
478;479_UCR_id_177_Medical_tr_2000_1st_7000;UCR;8000;2000;50;3;0.00625;7000
479;480_UCR_id_178_Facility_tr_50000_1st_160720;UCR;299890;50000;650;3;0.0021674614025142553;160720
480;481_UCR_id_179_Medical_tr_1900_1st_5684;UCR;7601;1900;170;3;0.022365478226549138;5684
481;482_UCR_id_180_Medical_tr_7500_1st_16000;UCR;30000;7500;100;3;0.0033333333333333335;16000
482;483_UCR_id_181_Medical_tr_2499_1st_6508;UCR;9998;2499;50;3;0.005001000200040008;6508
483;484_UCR_id_182_Medical_tr_1875_1st_5759;UCR;7500;1875;160;3;0.021333333333333333;5759
484;485_UCR_id_183_Medical_tr_7516_1st_17390;UCR;30066;7516;130;3;0.004323820927293288;17390
485;486_UCR_id_184_Medical_tr_1875_1st_5607;UCR;7501;1875;27;3;0.0035995200639914677;5607
486;487_UCR_id_185_Medical_tr_49938_1st_191200;UCR;199753;49938;500;3;0.002503091317777455;191200
487;488_UCR_id_186_Medical_tr_7500_1st_16000;UCR;30000;7500;100;3;0.0033333333333333335;16000
488;489_UCR_id_187_Medical_tr_1875_1st_4485;UCR;7500;1875;102;3;0.0136;4485
489;490_UCR_id_188_Medical_tr_14750_1st_47530;UCR;59000;14750;260;3;0.004406779661016949;47530
490;491_UCR_id_189_Facility_tr_32372_1st_114000;UCR;129489;32372;370;3;0.002857385569430608;114000
491;492_UCR_id_190_HumanActivity_tr_12500_1st_46500;UCR;50000;12500;300;3;0.006;46500
492;493_UCR_id_191_Sensor_tr_2847_1st_9330;UCR;11388;2847;10;3;0.0008781173164734809;9330
493;494_UCR_id_192_Facility_tr_22500_1st_72150;UCR;90000;22500;345;3;0.003833333333333333;72150
494;495_UCR_id_193_Environment_tr_2046_1st_6520;UCR;8184;2046;24;3;0.002932551319648094;6520
495;496_UCR_id_194_Environment_tr_2046_1st_5391;UCR;8184;2046;1;3;0.00012218963831867058;5391
496;497_UCR_id_195_Facility_tr_32372_1st_114000;UCR;129489;32372;370;3;0.002857385569430608;114000
497;498_UCR_id_196_Medical_tr_15000_1st_51370;UCR;60000;15000;370;3;0.006166666666666667;51370
498;499_UCR_id_197_Environment_tr_2046_1st_5703;UCR;8184;2046;24;3;0.002932551319648094;5703
499;500_UCR_id_198_Facility_tr_7482_1st_23357;UCR;29931;7482;360;3;0.012027663626340583;23357
500;501_UCR_id_199_Facility_tr_7482_1st_29480;UCR;29931;7482;24;3;0.0008018442417560389;29480
501;502_UCR_id_200_Medical_tr_7487_1st_16390;UCR;29950;7487;30;3;0.001001669449081803;16390
502;503_UCR_id_201_Facility_tr_50000_1st_593450;UCR;897667;50000;64;3;7.129592599482882e-05;593450
503;504_UCR_id_202_Environment_tr_2046_1st_5549;UCR;8184;2046;48;3;0.005865102639296188;5549
504;505_UCR_id_203_HumanActivity_tr_16000_1st_33070;UCR;64000;16000;110;3;0.00171875;33070
505;506_UCR_id_204_Environment_tr_2046_1st_5549;UCR;8184;2046;48;3;0.005865102639296188;5549
506;507_UCR_id_205_HumanActivity_tr_16000_1st_31200;UCR;64000;16000;650;3;0.01015625;31200
507;508_UCR_id_206_Medical_tr_9567_1st_16000;UCR;38269;9567;100;3;0.0026130810839060338;16000
508;509_UCR_id_207_Medical_tr_1875_1st_6599;UCR;7501;1875;82;3;0.010931875749900012;6599
509;510_UCR_id_208_Facility_tr_50000_1st_126920;UCR;300000;50000;450;3;0.0015;126920
510;511_UCR_id_209_Medical_tr_7500_1st_11800;UCR;30000;7500;300;3;0.01;11800
511;512_UCR_id_210_HumanActivity_tr_1671_1st_2764;UCR;6684;1671;231;3;0.034560143626570915;2764
512;513_UCR_id_211_Medical_tr_9967_1st_26929;UCR;39870;9967;60;3;0.0015048908954100827;26929
513;514_UCR_id_212_Medical_tr_2499_1st_6508;UCR;9998;2499;50;3;0.005001000200040008;6508
514;515_UCR_id_213_Medical_tr_10499_1st_15000;UCR;41999;10499;70;3;0.001666706350151194;15000
515;516_UCR_id_214_HumanActivity_tr_2108_1st_4702;UCR;8432;2108;5;3;0.0005929791271347248;4702
516;517_UCR_id_215_Facility_tr_7482_1st_24005;UCR;29931;7482;72;3;0.0024055327252681166;24005
517;518_UCR_id_216_Medical_tr_9625_1st_20950;UCR;38501;9625;150;3;0.0038960027012285396;20950
518;519_UCR_id_217_Medical_tr_7516_1st_17390;UCR;30066;7516;130;3;0.004323820927293288;17390
519;520_UCR_id_218_Medical_tr_9567_1st_16000;UCR;38269;9567;100;3;0.0026130810839060338;16000
